ID68,Wealth,weight1991,age2017,selfemployed91,Child Wage,Wage,Age,Self-employed,Wage Percentile,wage0919_p,Female,Occupation = Technical,Occupation = Manager,Occupation = Sales,Occupation = Clerical,Occupation = Craftsman,Occupation = Operatives,Occupation = Transport,Occupation = Laborers,Occupation = Farmers,Occupation = Farm Laborers,Occupation = Service,Occupation = Private,Industry = Agriculture,Industry = Mining,Industry = Construction,Industry = Manufacturing,Industry = Transportation,Industry = Retail Trade,Industry = Finance,Industry = Business,Industry = Personal,Industry = Entertainment,Industry = Professional,Industry = Public Admin,African-American,Northeast,Northcentral,South,West,Some High School,High School,Some College,College,Married,cfemale,coccTechnical,coccManager,coccSales,coccClerical,coccCraftsman,coccOperatives,coccTransport,coccLaborers,coccFarmers,coccFarmLaborers,coccService,coccPrivate,cindAgriculture,cindMining,cindConstruction,cindManufacturing,cindTransportation,cindRetailTrade,cindFinance,cindBusiness,cindPersonal,cindEntertainment,cindProfessional,cindPublic,cBlack,cNortheast,cNorthCentral,cSouth,cWest,csomeHS,cHS,csomeCollege,cCollege,cmarried,wealth_p,A1,A2,A3,A4,A5,A6,A7,A8,MedianMobility,OuterFold,Pred_Income,Pred_IncomeWealth,Pred_IncomeWealthEducation,Pred_ResourcesDemographics,Pred_Full,PredictionRevision,Pred_Full_GB,Pred_Income_Logit,Pred_Full_Logit,IncomeQuartile,WealthQuartile,IncomeQuintile,IncomeDecile,WealthDecile,High Wealth,HighAdvantage,LowAdvantage,OpportunityGroup,RevisionGroup,IncomeOnlyScoreQuintile,RevisionTercileWithinIncomeScore,MobilityBin,_g1_0,_g0_0,_g1_1,_g0_1,_g1_2,_g0_2,_g1_3,_g0_3,_g1_4,_g0_4,_g1_5,_g0_5,Disadvantaged,EducationGroup,Bottom10Predicted,RaceGroup,RegionGroup
700,279530.0336778164,37.42,50,1.0,104303.03,59193.66,47.0,1.0,66.0,91.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,78.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3,0.44406725048496465,0.603217382110527,0.5636245009702985,0.6532490747932298,0.6024483569181852,0.15838110643322056,0.6420057102983444,0.4616186839752368,0.5747648296822098,Q3,Q4,Q4,D7,D8,1.0,0.0,0.0,Middle,Middle 80%,Q3,High revision,75–90%,1,0,0,1,0,0,0,1,0,1,0,0,False,Some college,False,Other/non-Black,West
700,3242.1809434890747,17.656,26,0.0,1768.8208,40216.613,27.0,0.0,46.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3,0.38059261576989845,0.25855773389518966,0.28368393189447966,0.2723936413152548,0.2837057444348072,-0.09688687133509122,0.29250098195974494,0.4238349247349582,0.42290610147294433,Q2,Q1,Q3,D5,D2,0.0,0.0,1.0,Low,Middle 80%,Q3,Low revision,10–25%,0,1,0,1,0,1,0,1,0,0,0,1,False,Some college,False,Other/non-Black,South
700,3242.1809434890747,17.656,25,0.0,10169.916,40216.613,27.0,0.0,46.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3,0.38059261576989845,0.25855773389518966,0.28368393189447966,0.2723936413152548,0.2837057444348072,-0.09688687133509122,0.29250098195974494,0.4238349247349582,0.42290610147294433,Q2,Q1,Q3,D5,D2,0.0,0.0,1.0,Low,Middle 80%,Q3,Low revision,10–25%,0,1,0,1,0,1,0,1,0,0,0,1,False,Some college,False,Other/non-Black,South
700,219387.57717609406,20.378,25,0.0,4667.033,28265.088,21.0,0.0,33.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,74.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3,0.2542793513910681,0.5098073723648223,0.5317428607011301,0.2896409586105686,0.3850480818908123,0.1307687304997442,0.3230128956153101,0.40046024872309877,0.2945505980994125,Q2,Q3,Q2,D4,D8,1.0,0.0,0.0,High,Middle 80%,Q1,Middle revision,25–50%,1,0,0,1,0,0,0,1,0,1,0,0,False,High school,False,Other/non-Black,West
709,25937.447547912598,16.552,36,0.0,26309.145,18430.87,34.0,0.0,21.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3,0.30153351081911095,0.2922412097434243,0.20821381805058004,0.22591132882115447,0.27118034410781183,-0.030353166711299118,0.24769535068969584,0.3815557479920401,0.1863248911616555,Q1,Q2,Q2,D3,D4,0.0,0.0,1.0,Middle,Middle 80%,Q2,Middle revision,10–25%,0,1,0,1,0,1,0,1,0,0,0,1,False,Some high school,False,Other/non-Black,Northeast
709,25937.447547912598,16.552,40,0.0,28583.555,18430.87,34.0,0.0,21.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3,0.30153351081911095,0.2922412097434243,0.20821381805058004,0.22591132882115447,0.27118034410781183,-0.030353166711299118,0.24769535068969584,0.3815557479920401,0.1863248911616555,Q1,Q2,Q2,D3,D4,0.0,0.0,1.0,Middle,Middle 80%,Q2,Middle revision,10–25%,0,1,0,1,0,1,0,1,0,0,0,1,False,Some high school,False,Other/non-Black,Northeast
712,34367.11800098419,16.92,37,0.0,276648.97,85389.266,35.0,0.0,82.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,39.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5,0.5161234609471365,0.46223613880822145,0.5787853314346857,0.5462391937805677,0.5272837704470852,0.011160309499948728,0.5219926998590801,0.5509947647458386,0.5573648322683057,Q4,Q2,Q5,D9,D4,0.0,0.0,1.0,Low,Middle 80%,Q4,Middle revision,50–75%,0,1,0,1,0,1,0,1,0,0,0,1,False,Some college,False,Other/non-Black,West
712,43229.079246520996,16.92,29,1.0,38142.203,7741.498,35.0,1.0,11.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,42.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,0.22971447244874624,0.1988212036514654,0.24066387904708833,0.3121527308262222,0.36226894679488064,0.1325544743461344,0.32717610624950916,0.31018249264603526,0.44156285238281595,Q1,Q2,Q1,D2,D5,0.0,0.0,1.0,High,Middle 80%,Q1,Middle revision,25–50%,0,1,0,1,0,1,0,1,0,0,0,1,False,High school,False,Other/non-Black,Northcentral
717,336538.38193416595,19.065,34,1.0,33758.625,43250.55,44.0,1.0,49.0,42.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,82.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4,0.4370317498900041,0.6363675080875368,0.7084456337270529,0.7200097085484728,0.666310145748966,0.22927839585896187,0.5945382936553504,0.4304862699112849,0.535984536270959,Q2,Q4,Q3,D5,D9,1.0,1.0,0.0,High,Higher than income-only,Q3,High revision,75–90%,1,0,1,0,1,0,0,1,0,1,0,0,False,College,False,Other/non-Black,South
729,28098.901510238647,33.84,50,0.0,35386.78,38836.914,64.0,0.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,0.34823585435798265,0.25997517067899095,0.23323701991703139,0.31438817948990305,0.30926695779889235,-0.038968896559090305,0.24848217699504738,0.4019818889947158,0.4282441851675563,Q2,Q2,Q3,D5,D4,0.0,0.0,1.0,Low,Middle 80%,Q2,Middle revision,25–50%,0,1,0,1,0,1,0,1,0,0,0,1,False,Some high school,False,Other/non-Black,Northcentral
729,18804.649472236633,19.932,26,0.0,46440.29,37367.688,40.0,0.0,43.0,58.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,0.36318126124915445,0.26219024300376437,0.23970837295784503,0.34612358325068693,0.36294808013090113,-0.00023318111825332277,0.37077466073069926,0.39742388214322827,0.4583984931770485,Q2,Q2,Q3,D5,D4,0.0,0.0,1.0,Middle,Middle 80%,Q2,Middle revision,25–50%,0,1,0,1,0,1,0,1,0,0,0,1,False,High school,False,Other/non-Black,Northcentral
729,31557.227849960327,18.762,44,0.0,25462.387,58079.996,34.0,0.0,65.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,38.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5,0.518369622699088,0.4723464819556543,0.4573234929572493,0.4025300616003038,0.393899224523189,-0.12447039817589906,0.3656661082478345,0.4629659334856747,0.4322879208724381,Q3,Q2,Q4,D7,D4,0.0,0.0,1.0,Low,Middle 80%,Q4,Low revision,25–50%,0,1,0,1,0,1,0,1,0,0,0,1,False,High school,False,Other/non-Black,Northcentral
729,31557.227849960327,18.762,36,0.0,29740.867,58079.996,34.0,0.0,65.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,38.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5,0.518369622699088,0.4723464819556543,0.4573234929572493,0.4025300616003038,0.393899224523189,-0.12447039817589906,0.3656661082478345,0.4629659334856747,0.4322879208724381,Q3,Q2,Q4,D7,D4,0.0,0.0,1.0,Low,Middle 80%,Q4,Low revision,25–50%,0,1,0,1,0,1,0,1,0,0,0,1,False,High school,False,Other/non-Black,Northcentral
729,31557.227849960327,18.762,34,0.0,26474.799,58079.996,34.0,0.0,65.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,38.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5,0.518369622699088,0.4723464819556543,0.4573234929572493,0.4025300616003038,0.393899224523189,-0.12447039817589906,0.3656661082478345,0.4629659334856747,0.4322879208724381,Q3,Q2,Q4,D7,D4,0.0,0.0,1.0,Low,Middle 80%,Q4,Low revision,25–50%,0,1,0,1,0,1,0,1,0,0,0,1,False,High school,False,Other/non-Black,Northcentral
731,97265.42830467224,49.055,44,0.0,19078.816,24359.115,50.0,0.0,28.0,21.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4,0.2533557514978637,0.3312047243454557,0.37996758757942434,0.4406886037356735,0.4198617406245666,0.1665059891267029,0.4182219833504946,0.37644041377518545,0.45644973875505795,Q2,Q3,Q2,D3,D6,1.0,0.0,0.0,High,Middle 80%,Q1,High revision,25–50%,1,0,0,1,0,0,0,1,0,1,0,0,False,Some college,False,Other/non-Black,Northcentral
733,263697.3834037781,17.656,56,0.0,70105.8,41779.95,63.0,0.0,47.0,78.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,77.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5,0.4415649115432922,0.6103397126362182,0.5960724358522402,0.5954065257386423,0.5429894739829967,0.10142456243970449,0.6032645753368941,0.41116252360858535,0.6575124488684874,Q2,Q4,Q3,D5,D8,1.0,0.0,0.0,High,Middle 80%,Q3,High revision,50–75%,1,0,0,1,0,0,0,1,0,1,0,0,False,High school,False,Other/non-Black,Northcentral
736,4550941.317677498,18.464,44,0.0,89196.99,22190.277,40.0,0.0,25.0,87.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,100.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2,0.21824915167683379,0.46284998642142644,0.5964420285175932,0.570986964364939,0.5597438113505612,0.3414946596737274,0.429564077000097,0.38357553231206126,0.47993592762192694,Q1,Q4,Q2,D3,D10,1.0,0.0,0.0,High,Higher than income-only,Q1,High revision,50–75%,1,0,0,1,0,0,0,1,0,1,0,0,False,High school,False,Other/non-Black,Northeast
737,203176.67245864868,33.22,63,0.0,760.09296,5653.21,78.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,73.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,0.19432272673293877,0.5702332562528328,0.47062481531584666,0.5077629433537643,0.4601226729442993,0.26579994621136055,0.45645766695525036,0.3310860177240099,0.6086634719348448,Q1,Q3,Q1,D1,D8,1.0,0.0,0.0,High,Higher than income-only,Q1,High revision,50–75%,1,0,0,1,0,0,0,1,0,1,0,0,False,Some high school,False,Other/non-Black,Northeast
737,813787.4168157578,16.552,25,1.0,23468.875,180443.55,31.0,1.0,99.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,94.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,0.8464709792329351,0.8065866583099282,0.7993404453465526,0.598321823864442,0.6671107927552182,-0.1793601864777169,0.6903753276105759,0.752870438841097,0.8090933062041851,Q4,Q4,Q5,D10,D10,1.0,1.0,0.0,Middle,Lower than income-only,Q5,Low revision,75–90%,1,0,1,0,1,0,0,1,0,1,0,0,False,College,False,Other/non-Black,Northeast
738,447420.9702014923,37.524,45,0.0,55597.95,62721.32,49.0,0.0,69.0,68.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,86.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.7385120861131531,0.7818983036570986,0.7728229618921785,0.7704619412440442,0.7075343312657835,-0.030977754847369643,0.7093122565118147,0.4617078846681623,0.676471983343204,Q3,Q4,Q4,D7,D9,1.0,0.0,0.0,High,Middle 80%,Q5,Middle revision,Top 10%,1,0,0,1,0,0,0,1,0,1,0,0,False,High school,False,Other/non-Black,Northeast
750,331567.03782081604,35.311,50,0.0,94447.7,77565.49,57.0,0.0,79.0,88.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,81.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0.7371375959937232,0.7524785756077224,0.6544492786831613,0.6653405231341956,0.5835950398587985,-0.15354255613492473,0.5289407962280586,0.511093017188173,0.35651249618955216,Q4,Q4,Q4,D8,D9,1.0,0.0,0.0,Middle,Middle 80%,Q5,Low revision,50–75%,1,0,0,1,0,0,0,1,0,1,0,0,False,Some high school,False,Other/non-Black,West
750,331567.03782081604,40.755,46,0.0,67910.46,77565.49,57.0,0.0,79.0,77.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,81.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0.7371375959937232,0.7524785756077224,0.6544492786831613,0.6653405231341956,0.5835950398587985,-0.15354255613492473,0.5289407962280586,0.511093017188173,0.35651249618955216,Q4,Q4,Q4,D8,D9,1.0,0.0,0.0,Middle,Middle 80%,Q5,Low revision,50–75%,1,0,0,1,0,0,0,1,0,1,0,0,False,Some high school,False,Other/non-Black,West
750,39267.13413357735,17.656,31,0.0,15611.708,57405.316,28.0,0.0,64.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,41.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,0.4969273278833429,0.4017914275211531,0.3499621827382417,0.35734213209184246,0.338400144824999,-0.15852718305834385,0.3411225799439008,0.45878828357121,0.25474765093412366,Q3,Q2,Q4,D7,D5,0.0,0.0,1.0,Low,Lower than income-only,Q4,Low revision,25–50%,0,1,0,1,0,1,0,1,0,0,0,1,False,High school,False,Other/non-Black,West
